"Genus"	"Subgenus"	"Section"	"Series"	"Subseries"	"Species"	"Subspecies"	"NativeRange"	"DN_Observed"	"DN_Collected"	"CCA_Status"	"Synonyms"
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"Corymbia kombolgiensis (scarp gum)"	""	"NT"	"O"	"C"	"–"	"E. kombolgiensis"
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"Corymbia clavigera (Kimberley apple gum)"	""	"WA"	"–"	"–"	"–"	"E. clavigera"
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"Corymbia sp. Prince Regent River (Barrett 3750 & Barrett)"	""	"WA"	"O"	"C"	"–"	
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"Corymbia polysciada (apple gum)"	""	"NT"	"O"	"C"	"G(2)"	"E. polysciada"
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"Corymbia disjuncta (broad-leaved carbeen)"	""	"NT,WA,Qld,PNG"	"O"	"C"	"–"	
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"Corymbia pauciseta"	""	"NT"	"O"	"C"	"–"	
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"?Corymbia karelgica (broad-leaved carbeen)"	""	"WA"	"O"	"C"	"–"	"Dubious species (possibly = C. disjuncta)"
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"Corymbia confertiflora (broad-leaved carbeen)"	""	"NT,Qld,WA"	"O"	"C"	"–"	"E. confertiflora"
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"Corymbia dendromerinx"	""	"WA"	"O"	"C"	"–"	
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"Corymbia aspera (rough-leaved ghost gum)"	""	"NT,WA,Qld"	"O"	"C"	"–"	"E. aspera"
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"Corymbia candida (desert ghost gum)"	""	"WA,NT"	"O"	"C"	"G(1)"	"C. candida subsp. dipsoides, E. candida, E. sp. CC in Brooker & Kleinig"
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"Corymbia gilbertensis (Gilbert River ghost gum)"	""	"Qld"	"O"	"C"	"–"	"E. gilbertensis"
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"Corymbia ferriticola (Pilbara ghost gum)"	""	"WA"	"O"	"C"	"G(1)"	"C. ferriticola subsp. sitiens, E. ferriticola"
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"Corymbia blakei"	""	"Qld"	"O"	"C"	"–"	"C. blakei subsp. rassilis, C. inobvia, E. blakei"
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"Corymbia aparrerinja (ghost gum, white gum)"	""	"NT,Qld,WA"	"O"	"C"	"G(1)"	"C. punkapitiensis, E. aparrerinja, E. papuana var. aparrerinja"
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"?Corymbia dallachiana (Queensland ghost gum)"	""	"Qld"	"O"	"C"	"–"	"Dubious species (possibly = C. aparrerinja), E. aparrerinja subsp. dallachiana, E. tessellaris var. dallachiana"
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"Corymbia flavescens (wrinkle-leaf ghost gum)"	""	"WA,NT,Qld"	"O"	"C"	"–"	"E. flavescens, E. sp. BB in Brooker & Kleinig 1994"
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"Corymbia grandifolia (large-leaved cabbage gum)"	""	""	""	""	""	"E. grandifolia"
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"Corymbia grandifolia (large-leaved cabbage gum)"	"subsp. grandifolia"	"NT,Qld,WA"	"O"	"C"	"–"	
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"Corymbia grandifolia (large-leaved cabbage gum)"	"subsp. lamprocardia"	"WA,NT"	"O"	"C"	"– (1)"	
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"Corymbia grandifolia (large-leaved cabbage gum)"	"?subsp. longa"	"NT,WA"	"O"	"C"	"G(1)"	"Dubious subspecies (possibly = subsp. grandifolia)"
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"[Corymbia × candida subsp. lautifolia]"	""	"WA"	"O"	"C"	"–"	"= C. candida – C. flavescens intergrade"
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"[Corymbia × chillagoensis (Chillago ghost gum)]"	""	"Qld"	"O"	"C"	"–"	"= C. confertiflora × C. dallachiana hybrid swarm"
"Corymbia"	"Blakella"	"Abbreviatae (paper-fruited bloodwoods, ghost gums)"	"‘Scutiformes’ ms"	""	"[Corymbia × paractia (Broome ghost gum)]"	""	"WA"	"O"	"C"	"– (1)"	"= C. dendromerinx – C. flavescens intergrade"
"Eucalyptus"	"Eudesmia (eudesmids)"	"Complanatae (tropical eudesmids)"	"Tetrodontae (tropical stringybarks)"	""	"Eucalyptus tetrodonta (Darwin stringybark)"	""	"NT,Qld,WA"	"O"	"C"	"– (1)"	
"Eucalyptus"	"Eudesmia (eudesmids)"	"Complanatae (tropical eudesmids)"	"Tetrodontae (tropical stringybarks)"	""	"Eucalyptus megasepala (messmate)"	""	"Qld"	"O"	"C"	"–"	
"Eucalyptus"	"Eudesmia (eudesmids)"	"Complanatae (tropical eudesmids)"	"Similes (tropical yellowjackets)"	""	"Eucalyptus lirata (Kimberely yellowjacket)"	""	"WA"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Eudesmia (eudesmids)"	"Complanatae (tropical eudesmids)"	"Similes (tropical yellowjackets)"	""	"Eucalyptus similis (Queensland yellowjacket)"	""	"Qld"	"O"	"C"	"– (1)"	
"Eucalyptus"	"Eudesmia (eudesmids)"	"Complanatae (tropical eudesmids)"	"Miniatae (orange-flowered gums)"	"sub Inclinatae"	"Eucalyptus chartaboma (paperbark gum)"	""	"Qld"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Eudesmia (eudesmids)"	"Complanatae (tropical eudesmids)"	"Miniatae (orange-flowered gums)"	"sub Inclinatae"	"Eucalyptus aurantiaca (melaleuca gum)"	""	"NT,WA,Qld"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Eudesmia (eudesmids)"	"Complanatae (tropical eudesmids)"	"Miniatae (orange-flowered gums)"	"sub Inclinatae"	"Eucalyptus miniata (northern woollybutt, Darwin woollybutt)"	""	"NT,WA,Qld?"	"O"	"C"	"–"	
"Eucalyptus"	"Eudesmia (eudesmids)"	"Complanatae (tropical eudesmids)"	"Miniatae (orange-flowered gums)"	"sub Inclinatae"	"Eucalyptus gigantangion (Kakadu woollybutt)"	""	"NT"	"O"	"C"	"– (1)"	
"Eucalyptus"	"Eudesmia (eudesmids)"	"Complanatae (tropical eudesmids)"	"Miniatae (orange-flowered gums)"	"sub Phoeniceosae"	"Eucalyptus sp. Battlecamp (Nicolle 1789)"	""	"Qld"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Eudesmia (eudesmids)"	"Complanatae (tropical eudesmids)"	"Miniatae (orange-flowered gums)"	"sub Phoeniceosae"	"Eucalyptus phoenicea (scarlet gum)"	""	"NT,WA"	"O"	"C"	"– (2)"	
"Eucalyptus"	"Eudesmia (eudesmids)"	"Complanatae (tropical eudesmids)"	"Miniatae (orange-flowered gums)"	"sub Phoeniceosae"	"Eucalyptus ceracea (silver yellowjacket)"	""	"WA"	"O"	"C"	"– (1)"	
"Eucalyptus"	"Eudesmia (eudesmids)"	"Complanatae (tropical eudesmids)"	"Scutelliformes"	""	"Eucalyptus baileyana (Bailey’s stringybark)"	""	"Qld,NSW"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Eudesmia (eudesmids)"	"Limbatae"	"Heteropterae"	"sub Patelliformes"	"Eucalyptus odontocarpa (Sturt Creek mallee)"	""	"NT,WA,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eudesmia (eudesmids)"	"Limbatae"	"Heteropterae"	"sub Patelliformes"	"Eucalyptus gamophylla (twin-leaved mallee)"	""	"NT,WA,SA,Qld"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Eudesmia (eudesmids)"	"Limbatae"	"Heteropterae"	"sub Acetabuliformes"	"Eucalyptus gongylocarpa (desert gum, marble gum)"	""	"WA,SA,NT"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Eudesmia"	"Limbatae"	"Heteropterae"	"sub Tetraedrae"	"Eucalyptus pallida"	""	"WA"	"O"	"C"	"G(2)m"	"E. eudesmioides subsp. northern pallid in Brooker & Kleinig 1990"
"Eucalyptus"	"Eudesmia"	"Limbatae"	"Heteropterae"	"sub Tetraedrae"	"Eucalyptus eudesmioides (Kalbarri mallee)"	""	"WA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Eudesmia"	"Limbatae"	"Heteropterae"	"sub Tetraedrae"	"Eucalyptus selachiana"	""	"WA"	"O"	"C"	"G(1)m"	"E. eudesmioides subsp. northern glossy in Brooker & Kleinig 1990"
"Eucalyptus"	"Eudesmia"	"Limbatae"	"Heteropterae"	"sub Tetraedrae"	"Eucalyptus gittinsii (northern sandplain mallee)"	""	""	""	""	""	""
"Eucalyptus"	"Eudesmia"	"Limbatae"	"Heteropterae"	"sub Tetraedrae"	"Eucalyptus gittinsii (northern sandplain mallee)"	"subsp. gittinsii"	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Eudesmia"	"Limbatae"	"Heteropterae"	"sub Tetraedrae"	"Eucalyptus gittinsii (northern sandplain mallee)"	"subsp. illucida"	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eudesmia"	"Limbatae"	"Heteropterae"	"sub Tetraedrae"	"Eucalyptus pleurocarpa (tallerack, blue mallee)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Eudesmia"	"Limbatae"	"Heteropterae"	"sub Tetraedrae"	"Eucalyptus extrica (eastern tallerack)"	""	"WA"	"O"	"C"	"G(1)m"	"E. sp. B in Brooker & Kleinig 1990"
"Eucalyptus"	"Eudesmia"	"Limbatae"	"Heteropterae"	"sub Tetraedrae"	"[Eucalyptus × tetragona (Lucky Bay tallerack)]"	""	"WA"	"O"	"C"	"–"	"= E. extrica – E. pleurocarpa intergrade"
"Eucalyptus"	"Eudesmia"	"Limbatae"	"Heteropterae"	"sub Tetraedrae"	"[Eucalyptus × conveniens (Natta Road mallee)]"	""	"WA"	"O"	"C"	"G(2)m"	"= E. gittinsii subsp. illucida – E. pleurocarpa intergrade, E. sp. A in Brooker & Kleinig 1990"
"Eucalyptus"	"Eudesmia"	"Limbatae"	"Heteropterae"	"sub Jucundae"	"Eucalyptus erythrocorys (red-capped gum, illyarrie)"	""	"WA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Eudesmia"	"Limbatae"	"Heteropterae"	"sub Jucundae"	"Eucalyptus roycei (Shark Bay mallee)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Eudesmia"	"Limbatae"	"Heteropterae"	"sub Jucundae"	"Eucalyptus jucunda (Yuna mallee)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Eudesmia"	"Limbatae"	"Ebbanoenses"	""	"Eucalyptus ebbanoensis"	""	""	""	""	""	""
"Eucalyptus"	"Eudesmia"	"Limbatae"	"Ebbanoenses"	""	"Eucalyptus ebbanoensis"	"subsp. glauciramula (waxy sandplain mallee)"	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eudesmia"	"Limbatae"	"Ebbanoenses"	""	"Eucalyptus ebbanoensis"	"subsp. ebbanoensis (sandplain mallee)"	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Eudesmia"	"Limbatae"	"Ebbanoenses"	""	"Eucalyptus ebbanoensis"	"subsp. photina (glossy-leaved sandplain mallee)"	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Acerosae"	""	""	""	"Eucalyptus curtisii (Brisbane mallee, Plunkett mallee)"	""	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Cuboidea"	""	""	""	"Eucalyptus tenuipes (narrow-leaved white mahogany)"	""	"Qld"	"O"	"C"	"G(3)"	
"Eucalyptus"	"Alveolata"	""	""	""	"Eucalyptus microcorys (tallowwood)"	""	"NSW,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Cruciformes"	""	""	""	"Eucalyptus guilfoylei (yellow tingle)"	""	"WA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bolites"	""	""	"Eucalyptus gomphocephala (tuart)"	""	"WA"	"O"	"C"	"G(1)m"	"E. gomphocephala var. rhodoxylon"
"Eucalyptus"	"Symphyomyrtus"	"Bolites"	""	""	"[Eucalyptus × mundijongensis]"	""	"WA"	"–"	"–"	"–"	"= E. gomphocephala × E. wandoo subsp. wandoo hybrid"
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Accedentes"	""	"Eucalyptus laeliae (Darling Range ghost gum)"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Accedentes"	""	"Eucalyptus accedens (powderbark wandoo)"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Accedentes"	""	"Eucalyptus zopherophloia (blackbutt mallee)"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Accedentes"	""	"Eucalyptus baiophylla (Giralia Range mallee)"	""	"WA"	"O"	"C"	"G(1)m"	"E. sp. Giralia Range, E. ‘giraliensis’ ms"
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Accedentes"	""	"Eucalyptus prominens (Cape Range mallee)"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Accedentes"	""	"Eucalyptus pilbarensis (Pilbara mallee)"	""	"WA"	"O"	"C"	"G(1)m"	"E. sp. Mt Bruce (van Leeuwen 3809)"
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Accedentes"	""	"Eucalyptus trivalva (desert mallee)"	""	"WA,SA,NT"	"O"	"C"	"G(5)m"	"E. trivalvis"
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Accedentes"	""	"[Eucalyptus × crispata (Yandanooka mallee)]"	""	"WA"	"O"	"C"	"G(1)m"	"= E. accedens × E. arachnaea subsp. arachnaea hybrid"
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Accedentes"	""	"[Eucalyptus × leprophloia (scaly-butt mallee)]"	""	"WA"	"O"	"C"	"G(1)m"	"= E. accedens × E. zopherophloia hybrid"
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Accedentes"	""	"[Eucalyptus × pruiniramis (Midlands gum)]"	""	"WA"	"O"	"C"	"G(1)m"	"= E. accedens × E. loxophleba subsp. loxophleba hybrid, E. sp. D in Brooker & Kleinig 1990"
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Loxophlebae"	""	"Eucalyptus loxophleba"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Loxophlebae"	""	"Eucalyptus loxophleba"	"subsp. loxophleba (York gum)"	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Loxophlebae"	""	"Eucalyptus loxophleba"	"subsp. supralaevis (blackbutt York gum)"	"WA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Loxophlebae"	""	"Eucalyptus loxophleba"	"subsp. lissophloia (smooth-barked York gum)"	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Loxophlebae"	""	"Eucalyptus loxophleba"	"subsp. gratiae (Lake Grace mallee)"	"WA"	"O"	"C"	"G(1)m"	"E. gratiae"
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Loxophlebae"	""	"Eucalyptus blaxellii (Howatharra mallee)"	""	"WA"	"O"	"C"	"G(1)m"	"E. sp. I in Brooker & Kleinig 1990"
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Loxophlebae"	""	"Eucalyptus articulata (Ponton Creek mallee)"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Loxophlebae"	""	"Eucalyptus semota (Marymia mallee)"	""	"WA"	"O"	"C"	"G(1)m"	"E. sp. NN in Brooker & Kleinig 1994"
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Kruseanae"	""	"Eucalyptus kruseana (bookleaf mallee)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Kruseanae"	""	"[Eucalyptus × brachyphylla (short-leaved mallee)]"	""	"WA"	"O"	"C"	"G(1)m"	"= E. kruseana × E. loxophleba subsp. lissophloia hybrid"
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Contortae (gimlets)"	""	"Eucalyptus effusa"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Contortae (gimlets)"	""	"Eucalyptus effusa"	"subsp. exsul (desert gimlet)"	"WA"	"O"	"C"	"G(2)m"	"E. ‘abrupta’ ms"
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Contortae (gimlets)"	""	"Eucalyptus effusa"	"subsp. effusa (rough-barked gimlet)"	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Contortae (gimlets)"	""	"Eucalyptus salubris (gimlet)"	""	"WA"	"O"	"C"	"G(4)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Contortae (gimlets)"	""	"Eucalyptus ravida (silver-topped gimlet)"	""	"WA"	"O"	"C"	"G(2)m"	"E. salubris var. glauca"
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Contortae (gimlets)"	""	"?Eucalyptus jimberlanica (Norseman gimlet)"	""	"WA"	"O"	"C"	"G(2)m"	"Dubious species (possibly = E. ravida - E. tortilis intergrade)"
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Contortae (gimlets)"	""	"Eucalyptus campaspe (silver gimlet)"	""	"WA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Contortae (gimlets)"	""	"Eucalyptus tortilis"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Contortae (gimlets)"	""	"Eucalyptus terebra (Balladonia gimlet)"	""	"WA"	"O"	"C"	"G(2)m"	"E. sp. G in Brooker & Kleinig 1990"
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Contortae (gimlets)"	""	"Eucalyptus diptera (two-winged gimlet)"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Contortae (gimlets)"	""	"Eucalyptus creta (large-fruited gimlet)"	""	"WA"	"O"	"C"	"G(2)m"	"E. sp. H in Brooker & Kleinig 1990"
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Obliquae"	""	"Eucalyptus grossa (coarse-leaved mallee)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Stricklandianae"	""	"Eucalyptus stricklandii (Strickland’s blackbutt)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Stricklandianae"	""	"Eucalyptus carnei (Carne’s blackbutt)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Elongatae"	""	"Eucalyptus armillata (flanged mallee)"	""	"WA"	"O"	"C"	"G(1)m"	"E. erythronema var. marginata"
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Elongatae"	""	"Eucalyptus erythronema"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Elongatae"	""	"Eucalyptus erythronema"	"subsp. erythronema (red-flowered mallee)"	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Elongatae"	""	"Eucalyptus erythronema"	"subsp. inornata (yellow-flowered mallee)"	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Elongatae"	""	"Eucalyptus dielsii (cap-fruited mallet)"	""	"WA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Elongatae"	""	"Eucalyptus cerasiformis (cherry-fruited mallee)"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Elongatae"	""	"Eucalyptus cylindriflora (goldfields white mallee)"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Clinatae"	""	"Eucalyptus vegrandis"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Clinatae"	""	"Eucalyptus vegrandis"	"subsp. vegrandis (Ongerup mallee)"	"WA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Clinatae"	""	"Eucalyptus vegrandis"	"subsp. recondita (Cranbrook mallee)"	"WA"	"O"	"C"	"G(2)m"	"E. ‘recondita’ ms in Brooker & Kleinig 1990"
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Clinatae"	""	"Eucalyptus cernua (nodding mallet)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Clinatae"	""	"Eucalyptus proxima (nodding mallee)"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Clinatae"	""	"Eucalyptus vesiculosa (Corackerup marlock)"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Erectae"	"sub Abundae"	"Eucalyptus nutans (red-flowered moort)"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Erectae"	"sub Abundae"	"Eucalyptus platypus"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Erectae"	"sub Abundae"	"Eucalyptus platypus"	"subsp. platypus (moort)"	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Erectae"	"sub Abundae"	"Eucalyptus platypus"	"subsp. congregata (oval-leaved moort)"	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Erectae"	"sub Abundae"	"Eucalyptus utilis (coastal moort)"	""	"WA"	"O"	"C"	"G(5)m"	"E. platypus var. heterophylla (but not as to type)"
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Erectae"	"sub Abundae"	"Eucalyptus spathulata"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Erectae"	"sub Abundae"	"Eucalyptus spathulata"	"subsp. salina (Salt River mallet)"	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Erectae"	"sub Abundae"	"Eucalyptus spathulata"	"subsp. spathulata (swamp mallet)"	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Erectae"	"sub Abundae"	"Eucalyptus orthostemon (swamp mallee)"	""	"WA"	"O"	"C"	"G(2)m"	"E. vegrandis subsp. Fine leaf (White 452)"
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Erectae"	"sub Abundae"	"Eucalyptus suggrandis (large-flowered swamp mallee)"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Erectae"	"sub Abundae"	"Eucalyptus suggrandis (large-flowered swamp mallee)"	"subsp. suggrandis"	"WA"	"O"	"C"	"G(4)m"	"E. ‘verruculosa’ ms in Brooker & Kleinig 1990, E. spathulata var. grandifolia"
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Erectae"	"sub Abundae"	"Eucalyptus suggrandis (large-flowered swamp mallee)"	"subsp. promiscua"	"WA"	"O"	"C"	"G(4)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Erectae"	"sub Abundae"	"Eucalyptus alipes (Hyden mallet)"	""	"WA"	"O"	"C"	"G(3)m"	"E. suggrandis subsp. alipes, E. sp. Lort River (Nicolle 5480 & French)"
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Erectae"	"sub Abundae"	"Eucalyptus mimica"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Erectae"	"sub Abundae"	"Eucalyptus mimica"	"subsp. continens (hooded mallet)"	"WA"	"O"	"C"	"G(1)m"	"E. ‘continens’ ms in Brooker & Kleinig 1990"
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Erectae"	"sub Abundae"	"Eucalyptus mimica"	"subsp. mimica (Newdegate mallet)"	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"‘Glandulosae’ ms"	"Erectae"	"sub Abundae"	"Eucalyptus steedmanii (Steedman’s mallet)"	""	"WA"	"O"	"C"	"G(2)m"	
