"Genus"	"Subgenus"	"Section"	"Series"	"Subseries"	"Species"	"Subspecies"	"NativeRange"	"DN_Observed"	"DN_Collected"	"CCA_Status"	"Synonyms"
"Eucalyptus"	"Symphyomyrtus"	"Latoangulatae"	"Annulares (red mahoganies)"	""	"Eucalyptus resinifera (red mahogany)"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Latoangulatae"	"Annulares (red mahoganies)"	""	"Eucalyptus resinifera (red mahogany)"	"subsp. resinifera"	"NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Latoangulatae"	"Annulares (red mahoganies)"	""	"Eucalyptus resinifera (red mahogany)"	"subsp. hemilampra"	"Qld,NSW"	"O"	"C"	"G(2)m"	"E. hemilampra"
"Eucalyptus"	"Symphyomyrtus"	"Latoangulatae"	"Annulares (red mahoganies)"	""	"Eucalyptus macta"	""	"Qld"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Latoangulatae"	"Annulares (red mahoganies)"	""	"Eucalyptus notabilis (Blue Mountains mahogany)"	""	"NSW,Qld"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Latoangulatae"	"Annulares (red mahoganies)"	""	"Eucalyptus scias"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Latoangulatae"	"Annulares (red mahoganies)"	""	"Eucalyptus scias"	"?subsp. callimastha (large-fruited red mahogany)"	"NSW"	"O"	"C"	"G(2)m"	"Dubious subspecies (possibly = subsp. scias)"
"Eucalyptus"	"Symphyomyrtus"	"Latoangulatae"	"Annulares (red mahoganies)"	""	"Eucalyptus scias"	"subsp. scias (large-fruited red mahogany)"	"NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Latoangulatae"	"Annulares (red mahoganies)"	""	"Eucalyptus scias"	"subsp. apoda (Tenterfield red mahogany)"	"NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Latoangulatae"	"Annulares (red mahoganies)"	""	"[Eucalyptus × sp. Cattai (Gregson s.n.)]"	""	"NSW"	"O"	"C"	"–"	"= E. notablis – E. scias subsp. scias intergrade"
"Eucalyptus"	"Symphyomyrtus"	"Latoangulatae"	"Transversae"	""	"Eucalyptus botryoides (southern mahogany, bangalay)"	""	"NSW,Vic"	"O"	"C"	"G(2)m"	"E. saligna subsp. botryoides"
"Eucalyptus"	"Symphyomyrtus"	"Latoangulatae"	"Transversae"	""	"Eucalyptus saligna (Sydney blue gum)"	""	"NSW,Qld"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Latoangulatae"	"Transversae"	""	"Eucalyptus grandis (flooded gum, rose gum)"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Latoangulatae"	"Transversae"	""	"Eucalyptus grandis (flooded gum, rose gum)"	"subsp. grandis"	"NSW,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Latoangulatae"	"Transversae"	""	"Eucalyptus grandis (flooded gum, rose gum)"	"subsp. North Queensland (Nicolle 2524)"	"Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Latoangulatae"	"Transversae"	""	"Eucalyptus grandis (flooded gum, rose gum)"	"subsp. Eungella (Nicolle 6450)"	"Qld"	"O"	"C"	"–"	
"Eucalyptus"	"Symphyomyrtus"	"Racemus"	""	""	"Eucalyptus michaeliana (Hillgrove gum)"	""	"NSW,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"‘Deaneanae’ ms"	""	"Eucalyptus deanei (mountain blue gum)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"‘Deaneanae’ ms"	""	"Eucalyptus brunnea (brown gum)"	""	"NSW,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"‘Quadrangulatae’ ms"	""	"Eucalyptus quadrangulata (white-topped box)"	""	"NSW,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"‘Remanentes’ ms (shining gums)"	""	"Eucalyptus nitens (shining gum)"	""	"Vic,NSW"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"‘Remanentes’ ms (shining gums)"	""	"Eucalyptus denticulata (Errinundra shining gum)"	""	"Vic,NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Neglectae"	""	"Eucalyptus neglecta (Omeo gum)"	""	"Vic"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Bridgesianae (apple boxes)"	""	"Eucalyptus dunnii (Dunn’s white gum)"	""	"NSW,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Bridgesianae (apple boxes)"	""	"Eucalyptus angophoroides (apple-topped box)"	""	"Vic,NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Bridgesianae (apple boxes)"	""	"Eucalyptus bridgesiana (apple box)"	""	"NSW,Vic,Qld"	"O"	"C"	"G(3)m"	"E. saxicola"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Bridgesianae (apple boxes)"	""	"Eucalyptus malacoxylon (Moonbi apple box)"	""	"NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Globulares"	"sub ‘Clivosae’ ms"	"Eucalyptus nortonii (long-leaved box)"	""	"NSW,Vic"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Globulares"	"sub ‘Clivosae’ ms"	"Eucalyptus goniocalyx"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Globulares"	"sub ‘Clivosae’ ms"	"Eucalyptus goniocalyx"	"subsp. viridissima (Mount Arapiles box)"	"Vic"	"O"	"C"	"G(2)m"	"E. sp. ‘Mt Arapiles’ in Nicolle 2006"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Globulares"	"sub ‘Clivosae’ ms"	"Eucalyptus goniocalyx"	"subsp. goniocalyx (long-leaved box, bundy)"	"Vic,NSW,SA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Globulares"	"sub ‘Clivosae’ ms"	"Eucalyptus goniocalyx"	"subsp. exposa (South Australian mountain box)"	"SA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Globulares"	"sub ‘Clivosae’ ms"	"Eucalyptus banksii (Tenterfield woollybutt)"	""	"NSW,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Globulares"	"sub ‘Clivosae’ ms"	"Eucalyptus volcanica (Hillgrove box)"	""	"NSW"	"O"	"C"	"G(3)m"	"E. retinens"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Globulares"	"sub ‘Clivosae’ ms"	"Eucalyptus litoralis (Anglesea box)"	""	"Vic"	"O"	"C"	"G(1)m"	"E. sp. (Anglesea)"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Globulares"	"sub ‘Clivosae’ ms"	"Eucalyptus alaticaulis (Grampians gum)"	""	"Vic"	"O"	"C"	"G(2)m"	"E. pyrenea"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Globulares"	"sub ‘Clivosae’ ms"	"Eucalyptus cypellocarpa (mountain grey gum)"	""	"Vic,NSW"	"O"	"C"	"G(2)m"	"E. quinniorum, E. oresbia"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Globulares"	"sub ‘Clivosae’ ms"	"[Eucalyptus × carolaniae (Mount Martha bundy)]"	""	"Vic"	"O"	"C"	"G(1)"	"= E. cypellocarpa – E. goniocalyx subsp. goniocalyx intergrade"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Globulares"	"sub ‘Clivosae’ ms"	"[Eucalyptus × goniocalyx subsp. fallax]"	""	"Vic"	"O"	"C"	"G(1)"	"= E. cypellocarpa – E. goniocalyx subsp. goniocalyx intergrade"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Globulares"	"sub ‘Clivosae’ ms"	"[Eucalyptus × goniocalyx subsp. laxa]"	""	"Vic"	"O"	"C"	"G(1)"	"= E. cypellocarpa – E. goniocalyx subsp. goniocalyx intergrade"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Globulares"	"sub Euglobulares"	"Eucalyptus globulus (Tasmanian blue gum)"	""	"Tas,Vic"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Globulares"	"sub Euglobulares"	"Eucalyptus bicostata (southern blue gum)"	""	"Vic,NSW,SA"	"O"	"C"	"G(2)m"	"E. globulus subsp. bicostata"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Globulares"	"sub Euglobulares"	"Eucalyptus pseudoglobulus (Gippsland blue gum)"	""	"Vic,NSW,Tas?"	"O"	"C"	"G(1)m"	"E. globulus subsp. pseudoglobulus, E. stjohnii"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Globulares"	"sub Euglobulares"	"Eucalyptus maidenii (Maiden’s gum)"	""	"NSW,Vic"	"O"	"C"	"G(1)m"	"E. globulus subsp. maidenii"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Foveolatae (swamp gums)"	""	"Eucalyptus camphora (mountain swamp gum)"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Foveolatae (swamp gums)"	""	"Eucalyptus camphora (mountain swamp gum)"	"subsp. humeana"	"Vic,NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Foveolatae (swamp gums)"	""	"Eucalyptus camphora (mountain swamp gum)"	"subsp. camphora"	"NSW,Qld"	"O"	"C"	"G(5)m"	"E. aquatica, E. camphora subsp. relicta"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Foveolatae (swamp gums)"	""	"Eucalyptus yarraensis (Yarra gum)"	""	"Vic"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Foveolatae (swamp gums)"	""	"Eucalyptus ovata"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Foveolatae (swamp gums)"	""	"Eucalyptus ovata"	"subsp. ovata (swamp gum)"	"Vic,Tas,NSW,SA"	"O"	"C"	"G(4)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Foveolatae (swamp gums)"	""	"Eucalyptus ovata"	"subsp. grandiflora (large-flowered swamp gum)"	"SA,Vic"	"O"	"C"	"G(5)m"	"E. ovata var. grandiflora"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Foveolatae (swamp gums)"	""	"Eucalyptus strzeleckii (wax-tip)"	""	"Vic"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Foveolatae (swamp gums)"	""	"Eucalyptus brookeriana (Brooker’s gum)"	""	"Tas,Vic"	"O"	"C"	"G(4)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Foveolatae (swamp gums)"	""	"Eucalyptus cadens (tumble-down swamp gum)"	""	"Vic"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Foveolatae (swamp gums)"	""	"Eucalyptus aggregata (black gum)"	""	"NSW,Vic"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Foveolatae (swamp gums)"	""	"Eucalyptus rodwayi (swamp peppermint)"	""	"Tas"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Foveolatae (swamp gums)"	""	"Eucalyptus barberi (Barber’s gum)"	""	"Tas"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Foveolatae (swamp gums)"	""	"[Eucalyptus × bunyip]"	""	"Vic"	"O"	"C"	"G(1)"	"= E. camphora subsp. humeana – E. strzeleckii intergrade"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Crenulatae"	""	"Eucalyptus crenulata (Victorian silver gum)"	""	"Vic"	"O"	"C"	"– (1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"‘Tasmaniae’ ms (alpine white gums)"	""	"Eucalyptus archeri (alpine cider gum)"	""	"Tas"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"‘Tasmaniae’ ms (alpine white gums)"	""	"Eucalyptus gunnii"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"‘Tasmaniae’ ms (alpine white gums)"	""	"Eucalyptus gunnii"	"subsp. divaricata (Miena cider gum)"	"Tas"	"O"	"C"	"– (1)"	"E. divaricata"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"‘Tasmaniae’ ms (alpine white gums)"	""	"Eucalyptus gunnii"	"subsp. gunnii (cider gum)"	"Tas"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"‘Tasmaniae’ ms (alpine white gums)"	""	"Eucalyptus urnigera (urn-fruited gum)"	""	"Tas"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"‘Tasmaniae’ ms (alpine white gums)"	""	"Eucalyptus morrisbyi (Morrisby’s gum)"	""	"Tas"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"‘Tasmaniae’ ms (alpine white gums)"	""	"Eucalyptus cordata (heart-leaved silver gum)"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"‘Tasmaniae’ ms (alpine white gums)"	""	"Eucalyptus cordata (heart-leaved silver gum)"	"subsp. quadrangulosa"	"Tas"	"O"	"C"	"G(1)"	"E. cordata subsp. ‘western’ in Nicolle 2006"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"‘Tasmaniae’ ms (alpine white gums)"	""	"Eucalyptus cordata (heart-leaved silver gum)"	"subsp. cordata"	"Tas"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Semiunicolores (Tasmanian yellow gums)"	""	"Eucalyptus vernicosa (varnished mallee)"	""	"Tas"	"O"	"C"	"G(3)"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Semiunicolores (Tasmanian yellow gums)"	""	"Eucalyptus subcrenulata (alpine yellow gum)"	""	"Tas"	"O"	"C"	"G(4)"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Semiunicolores (Tasmanian yellow gums)"	""	"Eucalyptus johnstonii (Tasmanian yellow gum)"	""	"Tas"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"‘Recurvae’ ms"	""	"Eucalyptus recurva (Mongarlowe mallee)"	""	"NSW"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Sturgissianae"	""	"Eucalyptus sturgissiana (Ettrema mallee)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales (white gums)"	"sub Circulares"	"Eucalyptus perriniana (spinning gum)"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales (white gums)"	"sub Circulares"	"Eucalyptus perriniana (spinning gum)"	"subsp. perriniana"	"Tas"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales (white gums)"	"sub Circulares"	"Eucalyptus perriniana (spinning gum)"	"subsp. Mainland (Nicolle 585)"	"Vic,NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales (white gums)"	"sub Circulares"	"Eucalyptus pulverulenta (silver-leaved mountain gum)"	""	"NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales (white gums)"	"sub Circulares"	"Eucalyptus glaucescens (Tingiringi gum)"	""	"Vic,NSW"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales (white gums)"	"sub Circulares"	"Eucalyptus saxatilis (Suggan Buggan mallee)"	""	"Vic,NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales (white gums)"	"sub Circulares"	"Eucalyptus rubida"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales (white gums)"	"sub Circulares"	"Eucalyptus rubida"	"subsp. canobolensis (silver-leaf candlebark)"	"NSW"	"O"	"C"	"G(1)m"	"E. canobolensis"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales (white gums)"	"sub Circulares"	"Eucalyptus rubida"	"subsp. rubida (candlebark)"	"NSW,Vic,Tas"	"O"	"C"	"G(3)m"	"E. rubida subsp. septemflora"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales (white gums)"	"sub Circulares"	"Eucalyptus rubida"	"subsp. barbigerorum (blackbutt candlebark)"	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales (white gums)"	"sub Circulares"	"Eucalyptus dalrympleana (mountain white gum)"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales (white gums)"	"sub Circulares"	"Eucalyptus dalrympleana (mountain white gum)"	"subsp. Howmans Gap (Walsh 5293)"	"Vic"	"O"	"C"	"G(2)"	"E. dalrympleana subsp. ‘alpine’ in Nicolle 2006"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales (white gums)"	"sub Circulares"	"Eucalyptus dalrympleana (mountain white gum)"	"subsp. heptantha"	"NSW,Qld"	"O"	"C"	"– (2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales (white gums)"	"sub Circulares"	"Eucalyptus dalrympleana (mountain white gum)"	"subsp. dalrympleana"	"Vic,NSW,SA"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales (white gums)"	"sub Circulares"	"Eucalyptus dalrympleana (mountain white gum)"	"subsp. Tasmania (Nicolle 4923)"	"Tas"	"O"	"C"	"G(1)"	"E. dalrympleana subsp. ‘Tasmania’ in Nicolle 2006"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales (white gums)"	"sub Circulares"	"Eucalyptus chapmaniana (Bogong gum)"	""	"Vic,NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Circulares"	"Eucalyptus lactea (brittle gum)"	""	"NSW"	"O"	"C"	"G(2)m"	"E. mannifera subsp. praecox, E. praecox"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Circulares"	"?Eucalyptus elliptica (Bendemeer white gum)"	""	"NSW"	"O"	"C"	"G(3)m"	"Dubious species (possibly = E. lactea), E. mannifera subsp. elliptica"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Circulares"	"Eucalyptus cinerea (Argyle apple)"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Circulares"	"Eucalyptus cinerea (Argyle apple)"	"subsp. cinerea"	"NSW"	"O"	"C"	"G(2)"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Circulares"	"Eucalyptus cinerea (Argyle apple)"	"subsp. triplex"	"NSW,Vic"	"O"	"C"	"G(1)m"	"E. triplex"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Circulares"	"Eucalyptus alligatrix"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Circulares"	"Eucalyptus alligatrix"	"subsp. alligatrix (Eildon stringybark)"	"Vic"	"O"	"C"	"G(2)m"	"E. alligatrix subsp. limaensis"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Circulares"	"Eucalyptus alligatrix"	"subsp. miscella (Coomber stringybark)"	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Circulares"	"Eucalyptus conspicua (Gippsland swamp box)"	""	"Vic,NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Circulares"	"Eucalyptus cephalocarpa (mealy stringybark)"	""	"Vic,NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus parvula (small-leaved gum)"	""	"NSW"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus kartzoffiana (Araluen gum)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus badjensis (Big Badja gum)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus smithii (blackbutt peppermint)"	""	"NSW,Vic"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus wilcoxii (Deua gum)"	""	"NSW"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus baeuerlenii (Baeuerlen’s gum)"	""	"NSW"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus imlayensis (Mount Imlay mallee)"	""	"NSW"	"O"	"C"	"– (1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus elaeophloia (Nunniong gum)"	""	"Vic"	"O"	"C"	"G(2)"	"E. sp. (Brumby Point)"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus kitsoniana (Gippsland mallee, bog gum)"	""	"Vic"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus viminalis"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus viminalis"	"?subsp. hentyensis"	"Tas"	"O"	"C"	"G(3)m"	"Dubious subspecies (possibly = subsp. viminalis)"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus viminalis"	"subsp. viminalis (manna gum, ribbon gum, white gum)"	"Vic,Tas,NSW,SA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus viminalis"	"subsp. pryoriana (Gippsland manna gum)"	"Vic"	"O"	"C"	"G(2)m"	"E. pryoriana"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus viminalis"	"subsp. cygnetensis (rough-barked manna gum)"	"SA,Vic"	"O"	"C"	"G(2)m"	"?E. huberiana"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus viminalis"	"?subsp. siliceana"	"Vic"	"O"	"C"	"G(1)"	"Dubious subspecies (possibly = subsp. cygnetensis)"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus nobilis (giant white gum)"	""	"NSW,Qld"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus splendens (Mount Richmond apple-jack)"	""	"Vic"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus arcana (mallee manna gum)"	""	"SA,Vic"	"O"	"C"	"G(2)m"	"E. splendens subsp. arcana, E. sp. ‘Carpenter Rocks’ in Nicolle 1997"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus aromaphloia (Creswick apple-box)"	""	"Vic"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus sabulosa (western scent-bark)"	""	"Vic"	"O"	"C"	"G(2)m"	"E. aromaphloia subsp. sabulosa"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus corticosa (eastern scent-bark)"	""	"Vic,NSW"	"O"	"C"	"G(4)m"	"E. conferta, E. ignorabilis"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus fulgens (Dandenong scent-bark)"	""	"Vic"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus acaciiformis (wattle-leaved peppermint)"	""	"NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus nicholii (willow peppermint, narrow-leaved black peppermint)"	""	"NSW"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus nova-anglica (New England peppermint)"	""	"NSW,Qld"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus mannifera (brittle gum, red-spotted gum)"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus mannifera (brittle gum, red-spotted gum)"	"subsp. Alpine Victoria (Nicolle 2066)"	"Vic,NSW?"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus mannifera (brittle gum, red-spotted gum)"	"subsp. gullickii"	"NSW"	"O"	"C"	"G(1)m"	"E. gullickii"
"Eucalyptus"	"Symphyomyrtus"	"Maidenaria"	"Viminales"	"sub Lanceolatae"	"Eucalyptus mannifera (brittle gum, red-spotted gum)"	"subsp. mannifera"	"NSW"	"O"	"C"	"G(1)"	"E. mannifera subsp. maculosa"
